lcoe_pv,lcoe_wind,lcoe_chosen,technology,cf_pv,cf_wind,flh,lcoh_production,lcoh_capex,lcoh_elec,lcoh_water,nh3_conversion,conv_capex_portion,conv_opex_portion,conv_elec_portion,shipping_distance_km,shipping_cost,reconversion_cost,delivered_cost,grey_ammonia_equivalent,scenario,hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km
0.044847573923290016,0.054160315713695194,0.044847573923290016,pv,0.30208558998137164,0.33178713092323586,2646.2697682368157,3.3148370415156885,3.311816249640265,0.002944990687629378,7.580118779390464e-05,0.7120695044248095,0.4618676903421547,0.25,0.00020181408265480507,8901.22389062879,0.262990705859487,1.17,5.459897251799985,0.45,base_2025,hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722
0.04766195047386182,0.06981567569194488,0.04766195047386182,pv,0.2842478264770126,0.2573876938444766,2490.01095993863,3.522797490628302,3.5196468450863634,0.0031298014144502595,2.0844127488486137e-05,0.7410663366773605,0.4908518579002281,0.25,0.00021447877713237819,11698.2904711288,0.34563130937425995,1.17,5.779495136679922,0.45,base_2025,hex_011,-17.878820133816777,22.657494744809725,0.7308695675118385,0.4141781416959909,231.6544290023153,110.00540957137534,116.02705300250128,149.13229337870234
0.05096736758937525,0.06251530680086308,0.05096736758937525,pv,0.26581333250325534,0.2874447344197548,2328.524792728517,3.767097213282447,3.763738847336489,0.003346857138368975,1.150880758935145e-05,0.775122414071759,0.5248930609176068,0.25,0.00022935315415218864,11739.2097960862,0.34684028942981954,1.17,6.059059916784026,0.45,base_2025,hex_012,-21.273618559032023,20.803711428031487,0.6224313676662078,0.4932756168940916,147.35997922659678,28.395464916490816,64.01349026105385,200.5449427652568
0.05050739242677902,0.04691140499541613,0.04691140499541613,wind,0.2682341173619408,0.38305601297380576,3355.5706736505385,2.6149121285172825,2.611764159282069,0.003080515594698993,6.74536405144397e-05,0.6144491474692297,0.36423804614675037,0.25,0.00021110132247937258,8796.969102388975,0.25991045075240155,1.17,4.659271726738914,0.45,base_2025,hex_013,-19.12686064075004,15.373132979348576,0.6366712785996519,0.7448842446679098,89.98310211103508,5.452094184965394,375.6895757349587,286.9088608288561
0.049832052654794796,0.06224500990890319,0.049832052654794796,pv,0.27186931113797264,0.2886929536494987,2381.5751655686404,3.683186546492147,3.6799003223087126,0.003272304790998192,1.3919392436625031e-05,0.7634251389842599,0.5132008947473133,0.25,0.00022424423694657658,11783.289372868732,0.34814264056203076,1.17,5.964754326038438,0.45,base_2025,hex_014,-23.67902961407203,22.651637219532816,0.6580547713998388,0.4965604043407861,149.7742954129471,67.02744385758652,77.44509931477738,89.50163693020623
0.045777078939834875,0.051190115968522874,0.045777078939834875,pv,0.295951732648914,0.35103838740262394,2592.5371780044866,3.38347852323159,3.3804565248796976,0.003006028183715824,1.5970168176243935e-05,0.7216462972094069,0.47144030035417755,0.25,0.00020599685522925692,11829.911120064224,0.3495201012746248,1.17,5.624644921715622,0.45,base_2025,hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048
0.04672926324424037,0.0702534574345598,0.04672926324424037,pv,0.28992123751319965,0.25578379223943704,2539.7100406156287,3.4538892823374456,3.4507715759764728,0.003068554953038451,4.9151407934511783e-05,0.7314567572001812,0.4812464755155821,0.25,0.00021028168459908168,8819.962488034987,0.26058980078285193,1.17,5.615935840320478,0.45,base_2025,hex_016,-22.344982555809985,16.42469730642244,0.7642425736070565,0.4099573479985184,239.8470072441541,99.74497943275716,273.7284282691712,12.333549958945614
0.04527431162863983,0.06044499371693146,0.04527431162863983,pv,0.2992382510191521,0.2972900592015451,2621.327078927772,3.346373042009637,3.3433291441689432,0.0029730131302806826,7.088471041314367e-05,0.7164662301065075,0.4662624957041785,0.25,0.00020373440232887924,8954.341501620931,0.26456008982061846,1.17,5.497399361936763,0.45,base_2025,hex_017,-28.23419292674989,15.036593455023418,0.8190485354067768,0.5191843663198555,123.16434205101056,97.18192517565193,394.8072979684844,168.7834224864133
0.04834415187424013,0.0705112199423452,0.04834415187424013,pv,0.28023670501227893,0.25484874287009684,2454.8735359075636,3.573216650977552,3.5700247247719994,0.0031745993064084353,1.7326899143869294e-05,0.7480951330071216,0.49787758432368756,0.25,0.00021754868343408057,11712.218667710205,0.3460428242732561,1.17,5.83735460825793,0.45,base_2025,hex_018,-19.06842593608901,20.554937055649656,0.7072747353663466,0.4074966917634128,196.7701306763201,38.73952824590312,96.43125291441224,192.0226579459201
0.04668515194851432,0.062033964432144095,0.04668515194851432,pv,0.29019517474830414,0.2896751146736679,2542.109730795144,3.4506061106024766,3.447514130964439,0.0030656583112857734,2.6321326751856042e-05,0.7310022736512931,0.4807921904675248,0.25,0.0002100831837683144,8766.406177878223,0.25900745525549296,1.17,5.610615839509263,0.45,base_2025,hex_019,-21.420027210535224,12.956534770530338,0.7658539691076715,0.4991450386149156,25.268849980997448,114.39502801329964,146.5424160760417,36.23973410647223
0.04544184399768791,0.05034972939419581,0.04544184399768791,pv,0.29813503669744473,0.35689756383507154,2611.662921469616,3.3587479737648342,3.355700748106832,0.002984014422514839,6.321123548729794e-05,0.7181923345970995,0.46798784629910994,0.25,0.00020448829798959558,8802.801508178778,0.2600827718325548,1.17,5.507023080194489,0.45,base_2025,hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534927,35.61922273867412,352.0581288261181,46.40018113385423
0.048000824133177925,0.08534939800038088,0.048000824133177925,pv,0.28224110882475595,0.21054273587803612,2472.432113304862,3.54790194856211,3.5446713267543735,0.003152054118078684,7.856768965833231e-05,0.7445577893943044,0.49434178568570514,0.25,0.00021600370859930064,8909.096799807701,0.263223314539773,1.17,5.725683052496187,0.45,base_2025,hex_021,-24.74568838244158,11.103071776514078,0.7190653460279761,0.2909019365211477,125.22321361685762,62.29179837857403,437.6036274668256,128.63872419830963
0.04588352027139924,0.05383982541261243,0.04588352027139924,pv,0.29526517903847604,0.3337621476821139,2586.5229683770503,3.3913711750841187,3.388316796922755,0.0030130178311552173,4.136033020838881e-05,0.7227429739975512,0.4725364981563299,0.25,0.00020647584122129658,11723.802371304606,0.34638507006127245,1.17,5.6304992191429415,0.45,base_2025,hex_022,-17.35162370726116,22.016941285029937,0.7956775237557412,0.6151635465318787,234.7674814688708,31.45984577754473,230.32612192903065,290.0384140822386
0.049042317657018566,0.0557111889204793,0.049042317657018566,pv,0.276247259001867,0.32255092933293983,2419.9259888563547,3.624815134319885,3.621581511061117,0.0032204455261442195,1.3177732623572334e-05,0.7552884121309064,0.5050677217014498,0.25,0.00022069042945658355,11692.19887029659,0.3454513302587629,1.17,5.8955548767095545,0.45,base_2025,hex_023,-18.282546544133627,20.30791199228845,0.6838074058933349,0.5856603403498417,145.07337283213846,112.38918483582664,73.31490112255034,180.83255320414
0.04815660635769325,0.06531265317107265,0.04815660635769325,pv,0.2813280846083938,0.27513345252528276,2464.43402116953,3.5593404257311896,3.556175228914999,0.0031622838174885236,2.9129987017180046e-06,0.7461628308487901,0.49594612612018046,0.25,0.00021670472860961962,11697.968567262145,0.34562179857819975,1.17,5.821125055158179,0.45,base_2025,hex_024,-19.659398035114855,20.87231530076869,0.7136946153434929,0.4608775066454809,121.00490325895368,20.58833029226016,16.13196659160868,280.2418503720623
0.04821103823052996,0.07931024769376838,0.04821103823052996,pv,0.28101045580202844,0.2265747022998581,2461.651592825769,3.5633806166670383,3.5601948077949475,0.0031658581771381346,1.9950694952581827e-05,0.7467236484428386,0.4965066987708012,0.25,0.00021694967203738483,11843.075782131027,0.3499090571993258,1.17,5.8300133223092026,0.45,base_2025,hex_025,-26.66433550577639,21.93020643430755,0.711826210600167,0.3330913218417318,70.40903745751393,6.344363707687149,111.04865319949631,242.2864701058264
0.0507084216501445,0.05739074590397605,0.0507084216501445,pv,0.26717072602498637,0.31311138193969057,2340.4155599788805,3.7479587898342435,3.744616712195141,0.0033298530216928223,1.2224617409903456e-05,0.7724544654773081,0.5222262775798825,0.25,0.00022818789742565023,8775.79967620316,0.2592849904332752,1.17,5.949698245744827,0.45,base_2025,hex_026,-23.39934795527559,17.42482085753676,0.630416035441096,0.5608194261570805,86.23440434892528,52.77655014036152,68.00177582606926,142.877572458811
0.04580388484688914,0.06444934240901913,0.04580388484688914,pv,0.2957785321733549,0.27881891558336325,2591.019941838589,3.385499157061041,3.3824360352701706,0.0030077884382790536,5.533335259148463e-05,0.7219224814286336,0.4717163639468226,0.25,0.0002061174818110011,11932.348952512608,0.35254667359696346,1.17,5.629968312086637,0.45,base_2025,hex_027,-28.47435481055325,18.962376743340517,0.7986972480785581,0.4705760936404297,132.56473860552677,119.0926921226446,308.1698163896573,236.50521752939528
0.0484680812194523,0.05576104357294046,0.0484680812194523,pv,0.2795201602165537,0.32226254404721816,2448.59660349701,3.582370589722885,3.579176417569986,0.003182737333410701,1.1434819488351028e-05,0.7493719907302134,0.49915388436472585,0.25,0.00021810636548753534,8836.904850095869,0.2610903705710143,1.17,5.762832951024112,0.45,base_2025,hex_028,-27.148526095189425,12.957157973787204,0.7030597659797276,0.5849014317032056,112.53330777473644,107.10959468433477,63.60630203655369,10.261851273211382
0.04708801506985865,0.05792087741212436,0.04708801506985865,pv,0.28771240001837073,0.3102455722948363,2520.3606241609277,3.480397896889941,3.477263981735209,0.0030921129895873853,4.180216514437823e-05,0.7351530168586964,0.484941120790882,0.25,0.00021189606781436393,8782.012370116081,0.25946854729888424,1.17,5.6450194610475215,0.45,base_2025,hex_029,-20.803412561090543,12.603421029503629,0.7512494118727687,0.5532778218285165,10.294959570680955,90.08435431537696,232.78516991307853,37.19747904589181
